"b","edge","from","to","weight"
388,"STRESS__to__PIJN","STRESS","PIJN",0.047
388,"STRESS__to__MOE","STRESS","MOE",0.07
388,"STRESS__to__STRESS","STRESS","STRESS",0.318
388,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.071
388,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.047
388,"ENMO_log__to__MOE","ENMO_log","MOE",-0.12
388,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.053
388,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.179
389,"PIJN__to__PIJN","PIJN","PIJN",0.379
389,"PIJN__to__MOE","PIJN","MOE",0.16
389,"PIJN__to__STRESS","PIJN","STRESS",0.049
389,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.02
389,"MOE__to__PIJN","MOE","PIJN",-0.024
389,"MOE__to__MOE","MOE","MOE",0.2
389,"MOE__to__STRESS","MOE","STRESS",-0.148
389,"MOE__to__ENMO_log","MOE","ENMO_log",-0.122
389,"STRESS__to__PIJN","STRESS","PIJN",0.038
389,"STRESS__to__MOE","STRESS","MOE",-0.02
389,"STRESS__to__STRESS","STRESS","STRESS",0.338
389,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.027
389,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.019
389,"ENMO_log__to__MOE","ENMO_log","MOE",-0.06
389,"ENMO_log__to__STRESS","ENMO_log","STRESS",-0.013
389,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.126
390,"PIJN__to__PIJN","PIJN","PIJN",0.396
390,"PIJN__to__MOE","PIJN","MOE",0.059
390,"PIJN__to__STRESS","PIJN","STRESS",0.033
390,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.019
390,"MOE__to__PIJN","MOE","PIJN",-0.029
390,"MOE__to__MOE","MOE","MOE",0.25
390,"MOE__to__STRESS","MOE","STRESS",-0.122
390,"MOE__to__ENMO_log","MOE","ENMO_log",-0.08
390,"STRESS__to__PIJN","STRESS","PIJN",0.041
390,"STRESS__to__MOE","STRESS","MOE",0.01
390,"STRESS__to__STRESS","STRESS","STRESS",0.39
390,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.039
390,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.14
390,"ENMO_log__to__MOE","ENMO_log","MOE",-0.195
390,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.037
390,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.154
391,"PIJN__to__PIJN","PIJN","PIJN",0.315
391,"PIJN__to__MOE","PIJN","MOE",0.004
391,"PIJN__to__STRESS","PIJN","STRESS",-0.034
391,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.007
391,"MOE__to__PIJN","MOE","PIJN",0.052
391,"MOE__to__MOE","MOE","MOE",0.306
391,"MOE__to__STRESS","MOE","STRESS",-0.063
391,"MOE__to__ENMO_log","MOE","ENMO_log",-0.038
391,"STRESS__to__PIJN","STRESS","PIJN",0.099
391,"STRESS__to__MOE","STRESS","MOE",0.077
391,"STRESS__to__STRESS","STRESS","STRESS",0.348
391,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.084
391,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.054
391,"ENMO_log__to__MOE","ENMO_log","MOE",-0.118
391,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.028
391,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.101
392,"PIJN__to__PIJN","PIJN","PIJN",0.375
392,"PIJN__to__MOE","PIJN","MOE",0.077
392,"PIJN__to__STRESS","PIJN","STRESS",-0.027
392,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.006
392,"MOE__to__PIJN","MOE","PIJN",0.036
392,"MOE__to__MOE","MOE","MOE",0.266
392,"MOE__to__STRESS","MOE","STRESS",-0.092
392,"MOE__to__ENMO_log","MOE","ENMO_log",-0.007
392,"STRESS__to__PIJN","STRESS","PIJN",0.057
392,"STRESS__to__MOE","STRESS","MOE",0.08
392,"STRESS__to__STRESS","STRESS","STRESS",0.262
392,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.152
392,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.022
392,"ENMO_log__to__MOE","ENMO_log","MOE",-0.142
392,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.039
392,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.227
393,"PIJN__to__PIJN","PIJN","PIJN",0.361
393,"PIJN__to__MOE","PIJN","MOE",0.107
393,"PIJN__to__STRESS","PIJN","STRESS",0.042
393,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.005
393,"MOE__to__PIJN","MOE","PIJN",0.039
393,"MOE__to__MOE","MOE","MOE",0.319
393,"MOE__to__STRESS","MOE","STRESS",-0.069
393,"MOE__to__ENMO_log","MOE","ENMO_log",-0.054
393,"STRESS__to__PIJN","STRESS","PIJN",0.104
393,"STRESS__to__MOE","STRESS","MOE",0.009
393,"STRESS__to__STRESS","STRESS","STRESS",0.378
393,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.053
393,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.102
393,"ENMO_log__to__MOE","ENMO_log","MOE",-0.162
393,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.05
393,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.164
394,"PIJN__to__PIJN","PIJN","PIJN",0.37
394,"PIJN__to__MOE","PIJN","MOE",0.035
394,"PIJN__to__STRESS","PIJN","STRESS",0.04
394,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.051
394,"MOE__to__PIJN","MOE","PIJN",-0.037
394,"MOE__to__MOE","MOE","MOE",0.308
394,"MOE__to__STRESS","MOE","STRESS",-0.086
394,"MOE__to__ENMO_log","MOE","ENMO_log",-0.009
394,"STRESS__to__PIJN","STRESS","PIJN",0.135
394,"STRESS__to__MOE","STRESS","MOE",0.068
394,"STRESS__to__STRESS","STRESS","STRESS",0.376
394,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.123
394,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.1
394,"ENMO_log__to__MOE","ENMO_log","MOE",-0.111
394,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.043
394,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.15
395,"PIJN__to__PIJN","PIJN","PIJN",0.367
395,"PIJN__to__MOE","PIJN","MOE",0.015
395,"PIJN__to__STRESS","PIJN","STRESS",0.083
395,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.029
395,"MOE__to__PIJN","MOE","PIJN",-0.053
395,"MOE__to__MOE","MOE","MOE",0.312
395,"MOE__to__STRESS","MOE","STRESS",-0.08
395,"MOE__to__ENMO_log","MOE","ENMO_log",-0.035
395,"STRESS__to__PIJN","STRESS","PIJN",0.087
395,"STRESS__to__MOE","STRESS","MOE",0.072
395,"STRESS__to__STRESS","STRESS","STRESS",0.289
395,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.059
395,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.156
395,"ENMO_log__to__MOE","ENMO_log","MOE",-0.157
395,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.006
395,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.255
396,"PIJN__to__PIJN","PIJN","PIJN",0.404
396,"PIJN__to__MOE","PIJN","MOE",0.114
396,"PIJN__to__STRESS","PIJN","STRESS",0.069
396,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.009
396,"MOE__to__PIJN","MOE","PIJN",0.037
396,"MOE__to__MOE","MOE","MOE",0.302
396,"MOE__to__STRESS","MOE","STRESS",-0.048
396,"MOE__to__ENMO_log","MOE","ENMO_log",-0.009
396,"STRESS__to__PIJN","STRESS","PIJN",0.111
396,"STRESS__to__MOE","STRESS","MOE",0.088
396,"STRESS__to__STRESS","STRESS","STRESS",0.403
396,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.034
396,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.082
396,"ENMO_log__to__MOE","ENMO_log","MOE",-0.112
396,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.027
396,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.219
397,"PIJN__to__PIJN","PIJN","PIJN",0.304
397,"PIJN__to__MOE","PIJN","MOE",0.121
397,"PIJN__to__STRESS","PIJN","STRESS",0.004
397,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.082
397,"MOE__to__PIJN","MOE","PIJN",0.051
397,"MOE__to__MOE","MOE","MOE",0.244
397,"MOE__to__STRESS","MOE","STRESS",-0.026
397,"MOE__to__ENMO_log","MOE","ENMO_log",-0.135
397,"STRESS__to__PIJN","STRESS","PIJN",0.066
397,"STRESS__to__MOE","STRESS","MOE",0
397,"STRESS__to__STRESS","STRESS","STRESS",0.225
397,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.148
397,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.042
397,"ENMO_log__to__MOE","ENMO_log","MOE",-0.181
397,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.044
397,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.166
398,"PIJN__to__PIJN","PIJN","PIJN",0.305
398,"PIJN__to__MOE","PIJN","MOE",0.05
398,"PIJN__to__STRESS","PIJN","STRESS",0.084
398,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.08
398,"MOE__to__PIJN","MOE","PIJN",-0.028
398,"MOE__to__MOE","MOE","MOE",0.297
398,"MOE__to__STRESS","MOE","STRESS",-0.076
398,"MOE__to__ENMO_log","MOE","ENMO_log",-0.108
398,"STRESS__to__PIJN","STRESS","PIJN",0.087
398,"STRESS__to__MOE","STRESS","MOE",0.055
398,"STRESS__to__STRESS","STRESS","STRESS",0.246
398,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.074
398,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.062
398,"ENMO_log__to__MOE","ENMO_log","MOE",-0.133
398,"ENMO_log__to__STRESS","ENMO_log","STRESS",-0.022
398,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.192
399,"PIJN__to__PIJN","PIJN","PIJN",0.34
399,"PIJN__to__MOE","PIJN","MOE",0.028
399,"PIJN__to__STRESS","PIJN","STRESS",-0.008
399,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.051
399,"MOE__to__PIJN","MOE","PIJN",-0.013
399,"MOE__to__MOE","MOE","MOE",0.308
399,"MOE__to__STRESS","MOE","STRESS",-0.035
399,"MOE__to__ENMO_log","MOE","ENMO_log",-0.067
399,"STRESS__to__PIJN","STRESS","PIJN",0.088
399,"STRESS__to__MOE","STRESS","MOE",0.045
399,"STRESS__to__STRESS","STRESS","STRESS",0.329
399,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.128
399,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.105
399,"ENMO_log__to__MOE","ENMO_log","MOE",-0.156
399,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.043
399,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.147
400,"PIJN__to__PIJN","PIJN","PIJN",0.29
400,"PIJN__to__MOE","PIJN","MOE",0.063
400,"PIJN__to__STRESS","PIJN","STRESS",-0.014
400,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.059
400,"MOE__to__PIJN","MOE","PIJN",0.091
400,"MOE__to__MOE","MOE","MOE",0.357
400,"MOE__to__STRESS","MOE","STRESS",0.017
400,"MOE__to__ENMO_log","MOE","ENMO_log",-0.007
400,"STRESS__to__PIJN","STRESS","PIJN",0.086
400,"STRESS__to__MOE","STRESS","MOE",0.046
400,"STRESS__to__STRESS","STRESS","STRESS",0.324
400,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.088
400,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.026
400,"ENMO_log__to__MOE","ENMO_log","MOE",-0.258
400,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.082
400,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.131
401,"PIJN__to__PIJN","PIJN","PIJN",0.354
401,"PIJN__to__MOE","PIJN","MOE",0.087
401,"PIJN__to__STRESS","PIJN","STRESS",0.094
401,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.031
401,"MOE__to__PIJN","MOE","PIJN",0.029
401,"MOE__to__MOE","MOE","MOE",0.264
401,"MOE__to__STRESS","MOE","STRESS",-0.087
401,"MOE__to__ENMO_log","MOE","ENMO_log",-0.062
401,"STRESS__to__PIJN","STRESS","PIJN",0.062
401,"STRESS__to__MOE","STRESS","MOE",0.035
401,"STRESS__to__STRESS","STRESS","STRESS",0.324
401,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.105
401,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.011
401,"ENMO_log__to__MOE","ENMO_log","MOE",-0.074
401,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.052
401,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.135
402,"PIJN__to__PIJN","PIJN","PIJN",0.437
402,"PIJN__to__MOE","PIJN","MOE",0.101
402,"PIJN__to__STRESS","PIJN","STRESS",0.099
402,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.001
402,"MOE__to__PIJN","MOE","PIJN",-0.005
402,"MOE__to__MOE","MOE","MOE",0.319
402,"MOE__to__STRESS","MOE","STRESS",-0.051
402,"MOE__to__ENMO_log","MOE","ENMO_log",-0.117
402,"STRESS__to__PIJN","STRESS","PIJN",0.081
402,"STRESS__to__MOE","STRESS","MOE",0.019
402,"STRESS__to__STRESS","STRESS","STRESS",0.343
402,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.067
402,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.027
402,"ENMO_log__to__MOE","ENMO_log","MOE",-0.145
402,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.044
402,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.198
403,"PIJN__to__PIJN","PIJN","PIJN",0.238
403,"PIJN__to__MOE","PIJN","MOE",0.035
403,"PIJN__to__STRESS","PIJN","STRESS",0.025
403,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.04
403,"MOE__to__PIJN","MOE","PIJN",0.048
403,"MOE__to__MOE","MOE","MOE",0.245
403,"MOE__to__STRESS","MOE","STRESS",-0.074
403,"MOE__to__ENMO_log","MOE","ENMO_log",-0.081
403,"STRESS__to__PIJN","STRESS","PIJN",0.102
403,"STRESS__to__MOE","STRESS","MOE",0.101
403,"STRESS__to__STRESS","STRESS","STRESS",0.239
403,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.099
403,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.132
403,"ENMO_log__to__MOE","ENMO_log","MOE",-0.084
403,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.024
403,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.131
404,"PIJN__to__PIJN","PIJN","PIJN",0.264
404,"PIJN__to__MOE","PIJN","MOE",-0.014
404,"PIJN__to__STRESS","PIJN","STRESS",-0.044
404,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.017
404,"MOE__to__PIJN","MOE","PIJN",0.033
404,"MOE__to__MOE","MOE","MOE",0.29
404,"MOE__to__STRESS","MOE","STRESS",-0.068
404,"MOE__to__ENMO_log","MOE","ENMO_log",-0.097
404,"STRESS__to__PIJN","STRESS","PIJN",0.08
404,"STRESS__to__MOE","STRESS","MOE",0.057
404,"STRESS__to__STRESS","STRESS","STRESS",0.297
404,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.165
404,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.107
404,"ENMO_log__to__MOE","ENMO_log","MOE",-0.203
404,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.019
404,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.13
405,"PIJN__to__PIJN","PIJN","PIJN",0.314
405,"PIJN__to__MOE","PIJN","MOE",0.029
405,"PIJN__to__STRESS","PIJN","STRESS",0.081
405,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.081
405,"MOE__to__PIJN","MOE","PIJN",0.136
405,"MOE__to__MOE","MOE","MOE",0.356
405,"MOE__to__STRESS","MOE","STRESS",0.014
405,"MOE__to__ENMO_log","MOE","ENMO_log",-0.163
405,"STRESS__to__PIJN","STRESS","PIJN",0.079
405,"STRESS__to__MOE","STRESS","MOE",0.01
405,"STRESS__to__STRESS","STRESS","STRESS",0.233
405,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.121
405,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.101
405,"ENMO_log__to__MOE","ENMO_log","MOE",-0.316
405,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.065
405,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.112
406,"PIJN__to__PIJN","PIJN","PIJN",0.418
406,"PIJN__to__MOE","PIJN","MOE",0.129
406,"PIJN__to__STRESS","PIJN","STRESS",0.057
406,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.09
406,"MOE__to__PIJN","MOE","PIJN",-0.026
406,"MOE__to__MOE","MOE","MOE",0.241
406,"MOE__to__STRESS","MOE","STRESS",-0.09
406,"MOE__to__ENMO_log","MOE","ENMO_log",-0.031
406,"STRESS__to__PIJN","STRESS","PIJN",0.104
406,"STRESS__to__MOE","STRESS","MOE",0.033
406,"STRESS__to__STRESS","STRESS","STRESS",0.401
406,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.073
406,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.006
406,"ENMO_log__to__MOE","ENMO_log","MOE",-0.107
406,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.027
406,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.118
407,"PIJN__to__PIJN","PIJN","PIJN",0.313
407,"PIJN__to__MOE","PIJN","MOE",0.092
407,"PIJN__to__STRESS","PIJN","STRESS",0.005
407,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.031
407,"MOE__to__PIJN","MOE","PIJN",0.02
407,"MOE__to__MOE","MOE","MOE",0.28
407,"MOE__to__STRESS","MOE","STRESS",-0.052
407,"MOE__to__ENMO_log","MOE","ENMO_log",-0.047
407,"STRESS__to__PIJN","STRESS","PIJN",0.125
407,"STRESS__to__MOE","STRESS","MOE",0.115
407,"STRESS__to__STRESS","STRESS","STRESS",0.336
407,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.051
407,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.074
407,"ENMO_log__to__MOE","ENMO_log","MOE",-0.194
407,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.018
407,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.168
408,"PIJN__to__PIJN","PIJN","PIJN",0.324
408,"PIJN__to__MOE","PIJN","MOE",0.038
408,"PIJN__to__STRESS","PIJN","STRESS",0.007
408,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.009
408,"MOE__to__PIJN","MOE","PIJN",0.063
408,"MOE__to__MOE","MOE","MOE",0.315
408,"MOE__to__STRESS","MOE","STRESS",-0.091
408,"MOE__to__ENMO_log","MOE","ENMO_log",-0.081
408,"STRESS__to__PIJN","STRESS","PIJN",0.098
408,"STRESS__to__MOE","STRESS","MOE",0.082
408,"STRESS__to__STRESS","STRESS","STRESS",0.396
408,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.02
408,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.109
408,"ENMO_log__to__MOE","ENMO_log","MOE",-0.075
408,"ENMO_log__to__STRESS","ENMO_log","STRESS",-0.001
408,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.084
409,"PIJN__to__PIJN","PIJN","PIJN",0.36
409,"PIJN__to__MOE","PIJN","MOE",0.093
409,"PIJN__to__STRESS","PIJN","STRESS",0.094
409,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.061
409,"MOE__to__PIJN","MOE","PIJN",-0.013
409,"MOE__to__MOE","MOE","MOE",0.311
409,"MOE__to__STRESS","MOE","STRESS",-0.052
409,"MOE__to__ENMO_log","MOE","ENMO_log",-0.131
409,"STRESS__to__PIJN","STRESS","PIJN",0.086
409,"STRESS__to__MOE","STRESS","MOE",0.031
409,"STRESS__to__STRESS","STRESS","STRESS",0.251
409,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.105
409,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.005
409,"ENMO_log__to__MOE","ENMO_log","MOE",-0.124
409,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.033
409,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.189
410,"PIJN__to__PIJN","PIJN","PIJN",0.329
410,"PIJN__to__MOE","PIJN","MOE",0.041
410,"PIJN__to__STRESS","PIJN","STRESS",-0.037
410,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.039
410,"MOE__to__PIJN","MOE","PIJN",-0.079
410,"MOE__to__MOE","MOE","MOE",0.196
410,"MOE__to__STRESS","MOE","STRESS",-0.076
410,"MOE__to__ENMO_log","MOE","ENMO_log",-0.087
410,"STRESS__to__PIJN","STRESS","PIJN",0.068
410,"STRESS__to__MOE","STRESS","MOE",0.076
410,"STRESS__to__STRESS","STRESS","STRESS",0.293
410,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.048
410,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.01
410,"ENMO_log__to__MOE","ENMO_log","MOE",-0.052
410,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.046
410,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.164
411,"PIJN__to__PIJN","PIJN","PIJN",0.392
411,"PIJN__to__MOE","PIJN","MOE",0.165
411,"PIJN__to__STRESS","PIJN","STRESS",0.024
411,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.006
411,"MOE__to__PIJN","MOE","PIJN",0.04
411,"MOE__to__MOE","MOE","MOE",0.229
411,"MOE__to__STRESS","MOE","STRESS",-0.086
411,"MOE__to__ENMO_log","MOE","ENMO_log",-0.077
411,"STRESS__to__PIJN","STRESS","PIJN",0.023
411,"STRESS__to__MOE","STRESS","MOE",0.086
411,"STRESS__to__STRESS","STRESS","STRESS",0.33
411,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.161
411,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.03
411,"ENMO_log__to__MOE","ENMO_log","MOE",-0.052
411,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.047
411,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.207
412,"PIJN__to__PIJN","PIJN","PIJN",0.348
412,"PIJN__to__MOE","PIJN","MOE",0.081
412,"PIJN__to__STRESS","PIJN","STRESS",0.026
412,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.004
412,"MOE__to__PIJN","MOE","PIJN",0.049
412,"MOE__to__MOE","MOE","MOE",0.305
412,"MOE__to__STRESS","MOE","STRESS",-0.067
412,"MOE__to__ENMO_log","MOE","ENMO_log",-0.106
412,"STRESS__to__PIJN","STRESS","PIJN",0.094
412,"STRESS__to__MOE","STRESS","MOE",0.039
412,"STRESS__to__STRESS","STRESS","STRESS",0.357
412,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.055
412,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.08
412,"ENMO_log__to__MOE","ENMO_log","MOE",-0.18
412,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.003
412,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.14
413,"PIJN__to__PIJN","PIJN","PIJN",0.371
413,"PIJN__to__MOE","PIJN","MOE",0.125
413,"PIJN__to__STRESS","PIJN","STRESS",0.102
413,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.026
413,"MOE__to__PIJN","MOE","PIJN",-0.002
413,"MOE__to__MOE","MOE","MOE",0.308
413,"MOE__to__STRESS","MOE","STRESS",-0.07
413,"MOE__to__ENMO_log","MOE","ENMO_log",-0.088
413,"STRESS__to__PIJN","STRESS","PIJN",0.102
413,"STRESS__to__MOE","STRESS","MOE",0.038
413,"STRESS__to__STRESS","STRESS","STRESS",0.325
413,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.081
413,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.005
413,"ENMO_log__to__MOE","ENMO_log","MOE",-0.077
413,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.018
413,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.2
414,"PIJN__to__PIJN","PIJN","PIJN",0.267
414,"PIJN__to__MOE","PIJN","MOE",-0.017
414,"PIJN__to__STRESS","PIJN","STRESS",-0.021
414,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.011
414,"MOE__to__PIJN","MOE","PIJN",0.001
414,"MOE__to__MOE","MOE","MOE",0.258
414,"MOE__to__STRESS","MOE","STRESS",-0.067
414,"MOE__to__ENMO_log","MOE","ENMO_log",-0.026
414,"STRESS__to__PIJN","STRESS","PIJN",0.133
414,"STRESS__to__MOE","STRESS","MOE",0.095
414,"STRESS__to__STRESS","STRESS","STRESS",0.328
414,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.035
414,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.108
414,"ENMO_log__to__MOE","ENMO_log","MOE",-0.116
414,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.044
414,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.199
415,"PIJN__to__PIJN","PIJN","PIJN",0.41
415,"PIJN__to__MOE","PIJN","MOE",0.012
415,"PIJN__to__STRESS","PIJN","STRESS",0.059
415,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.039
415,"MOE__to__PIJN","MOE","PIJN",0.073
415,"MOE__to__MOE","MOE","MOE",0.37
415,"MOE__to__STRESS","MOE","STRESS",-0.048
415,"MOE__to__ENMO_log","MOE","ENMO_log",-0.044
415,"STRESS__to__PIJN","STRESS","PIJN",0.029
415,"STRESS__to__MOE","STRESS","MOE",0.026
415,"STRESS__to__STRESS","STRESS","STRESS",0.264
415,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.059
415,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.014
415,"ENMO_log__to__MOE","ENMO_log","MOE",-0.238
415,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.038
415,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.126
416,"PIJN__to__PIJN","PIJN","PIJN",0.388
416,"PIJN__to__MOE","PIJN","MOE",0.082
416,"PIJN__to__STRESS","PIJN","STRESS",0.05
416,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.012
416,"MOE__to__PIJN","MOE","PIJN",0.072
416,"MOE__to__MOE","MOE","MOE",0.28
416,"MOE__to__STRESS","MOE","STRESS",-0.052
416,"MOE__to__ENMO_log","MOE","ENMO_log",-0.099
416,"STRESS__to__PIJN","STRESS","PIJN",0.044
416,"STRESS__to__MOE","STRESS","MOE",0.046
416,"STRESS__to__STRESS","STRESS","STRESS",0.339
416,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.091
416,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.113
416,"ENMO_log__to__MOE","ENMO_log","MOE",-0.177
416,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.023
416,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.172
417,"PIJN__to__PIJN","PIJN","PIJN",0.336
417,"PIJN__to__MOE","PIJN","MOE",0.076
417,"PIJN__to__STRESS","PIJN","STRESS",-0.037
417,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.045
417,"MOE__to__PIJN","MOE","PIJN",0.036
