"b","edge","from","to","weight"
154,"STRESS__to__MOE","STRESS","MOE",0.027
154,"STRESS__to__STRESS","STRESS","STRESS",0.374
154,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.064
154,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.024
154,"ENMO_log__to__MOE","ENMO_log","MOE",-0.149
154,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.03
154,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.172
155,"PIJN__to__PIJN","PIJN","PIJN",0.347
155,"PIJN__to__MOE","PIJN","MOE",0.057
155,"PIJN__to__STRESS","PIJN","STRESS",0.062
155,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.017
155,"MOE__to__PIJN","MOE","PIJN",-0.075
155,"MOE__to__MOE","MOE","MOE",0.288
155,"MOE__to__STRESS","MOE","STRESS",-0.093
155,"MOE__to__ENMO_log","MOE","ENMO_log",-0.085
155,"STRESS__to__PIJN","STRESS","PIJN",0.095
155,"STRESS__to__MOE","STRESS","MOE",0.007
155,"STRESS__to__STRESS","STRESS","STRESS",0.303
155,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.018
155,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.177
155,"ENMO_log__to__MOE","ENMO_log","MOE",-0.191
155,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.034
155,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.214
156,"PIJN__to__PIJN","PIJN","PIJN",0.457
156,"PIJN__to__MOE","PIJN","MOE",0.039
156,"PIJN__to__STRESS","PIJN","STRESS",0.097
156,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.004
156,"MOE__to__PIJN","MOE","PIJN",-0.001
156,"MOE__to__MOE","MOE","MOE",0.315
156,"MOE__to__STRESS","MOE","STRESS",-0.098
156,"MOE__to__ENMO_log","MOE","ENMO_log",-0.088
156,"STRESS__to__PIJN","STRESS","PIJN",0.077
156,"STRESS__to__MOE","STRESS","MOE",0.044
156,"STRESS__to__STRESS","STRESS","STRESS",0.357
156,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.022
156,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.046
156,"ENMO_log__to__MOE","ENMO_log","MOE",-0.091
156,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.005
156,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.154
157,"PIJN__to__PIJN","PIJN","PIJN",0.331
157,"PIJN__to__MOE","PIJN","MOE",0.105
157,"PIJN__to__STRESS","PIJN","STRESS",0.063
157,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.012
157,"MOE__to__PIJN","MOE","PIJN",-0.004
157,"MOE__to__MOE","MOE","MOE",0.255
157,"MOE__to__STRESS","MOE","STRESS",-0.036
157,"MOE__to__ENMO_log","MOE","ENMO_log",0.017
157,"STRESS__to__PIJN","STRESS","PIJN",0.044
157,"STRESS__to__MOE","STRESS","MOE",-0.008
157,"STRESS__to__STRESS","STRESS","STRESS",0.323
157,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.07
157,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.012
157,"ENMO_log__to__MOE","ENMO_log","MOE",-0.142
157,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.078
157,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.176
158,"PIJN__to__PIJN","PIJN","PIJN",0.243
158,"PIJN__to__MOE","PIJN","MOE",0.014
158,"PIJN__to__STRESS","PIJN","STRESS",0.043
158,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.058
158,"MOE__to__PIJN","MOE","PIJN",0.088
158,"MOE__to__MOE","MOE","MOE",0.353
158,"MOE__to__STRESS","MOE","STRESS",0.003
158,"MOE__to__ENMO_log","MOE","ENMO_log",-0.041
158,"STRESS__to__PIJN","STRESS","PIJN",0.09
158,"STRESS__to__MOE","STRESS","MOE",0.051
158,"STRESS__to__STRESS","STRESS","STRESS",0.197
158,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.072
158,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.054
158,"ENMO_log__to__MOE","ENMO_log","MOE",-0.237
158,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.049
158,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.15
159,"PIJN__to__PIJN","PIJN","PIJN",0.351
159,"PIJN__to__MOE","PIJN","MOE",0.008
159,"PIJN__to__STRESS","PIJN","STRESS",0.013
159,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.018
159,"MOE__to__PIJN","MOE","PIJN",0
159,"MOE__to__MOE","MOE","MOE",0.279
159,"MOE__to__STRESS","MOE","STRESS",-0.101
159,"MOE__to__ENMO_log","MOE","ENMO_log",0.015
159,"STRESS__to__PIJN","STRESS","PIJN",0.114
159,"STRESS__to__MOE","STRESS","MOE",0.092
159,"STRESS__to__STRESS","STRESS","STRESS",0.336
159,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.081
159,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.125
159,"ENMO_log__to__MOE","ENMO_log","MOE",-0.158
159,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.029
159,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.083
160,"PIJN__to__PIJN","PIJN","PIJN",0.37
160,"PIJN__to__MOE","PIJN","MOE",0.074
160,"PIJN__to__STRESS","PIJN","STRESS",0.061
160,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.015
160,"MOE__to__PIJN","MOE","PIJN",-0.046
160,"MOE__to__MOE","MOE","MOE",0.209
160,"MOE__to__STRESS","MOE","STRESS",-0.083
160,"MOE__to__ENMO_log","MOE","ENMO_log",-0.041
160,"STRESS__to__PIJN","STRESS","PIJN",0.129
160,"STRESS__to__MOE","STRESS","MOE",0.099
160,"STRESS__to__STRESS","STRESS","STRESS",0.216
160,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.132
160,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.068
160,"ENMO_log__to__MOE","ENMO_log","MOE",-0.148
160,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.047
160,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.114
161,"PIJN__to__PIJN","PIJN","PIJN",0.349
161,"PIJN__to__MOE","PIJN","MOE",0.012
161,"PIJN__to__STRESS","PIJN","STRESS",-0.002
161,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.001
161,"MOE__to__PIJN","MOE","PIJN",-0.027
161,"MOE__to__MOE","MOE","MOE",0.337
161,"MOE__to__STRESS","MOE","STRESS",-0.078
161,"MOE__to__ENMO_log","MOE","ENMO_log",-0.059
161,"STRESS__to__PIJN","STRESS","PIJN",0.082
161,"STRESS__to__MOE","STRESS","MOE",0.048
161,"STRESS__to__STRESS","STRESS","STRESS",0.323
161,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.08
161,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.15
161,"ENMO_log__to__MOE","ENMO_log","MOE",-0.138
161,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.021
161,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.229
162,"PIJN__to__PIJN","PIJN","PIJN",0.442
162,"PIJN__to__MOE","PIJN","MOE",0.177
162,"PIJN__to__STRESS","PIJN","STRESS",-0.002
162,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.043
162,"MOE__to__PIJN","MOE","PIJN",-0.026
162,"MOE__to__MOE","MOE","MOE",0.187
162,"MOE__to__STRESS","MOE","STRESS",-0.133
162,"MOE__to__ENMO_log","MOE","ENMO_log",-0.033
162,"STRESS__to__PIJN","STRESS","PIJN",0.035
162,"STRESS__to__MOE","STRESS","MOE",0.014
162,"STRESS__to__STRESS","STRESS","STRESS",0.391
162,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.025
162,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.022
162,"ENMO_log__to__MOE","ENMO_log","MOE",-0.106
162,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.047
162,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.195
163,"PIJN__to__PIJN","PIJN","PIJN",0.404
163,"PIJN__to__MOE","PIJN","MOE",0.119
163,"PIJN__to__STRESS","PIJN","STRESS",0.079
163,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.004
163,"MOE__to__PIJN","MOE","PIJN",0.064
163,"MOE__to__MOE","MOE","MOE",0.309
163,"MOE__to__STRESS","MOE","STRESS",-0.077
163,"MOE__to__ENMO_log","MOE","ENMO_log",-0.095
163,"STRESS__to__PIJN","STRESS","PIJN",0.055
163,"STRESS__to__MOE","STRESS","MOE",-0.016
163,"STRESS__to__STRESS","STRESS","STRESS",0.409
163,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.02
163,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.094
163,"ENMO_log__to__MOE","ENMO_log","MOE",-0.209
163,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.024
163,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.147
164,"PIJN__to__PIJN","PIJN","PIJN",0.376
164,"PIJN__to__MOE","PIJN","MOE",0.163
164,"PIJN__to__STRESS","PIJN","STRESS",0.179
164,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.046
164,"MOE__to__PIJN","MOE","PIJN",0.056
164,"MOE__to__MOE","MOE","MOE",0.254
164,"MOE__to__STRESS","MOE","STRESS",-0.116
164,"MOE__to__ENMO_log","MOE","ENMO_log",-0.143
164,"STRESS__to__PIJN","STRESS","PIJN",0.107
164,"STRESS__to__MOE","STRESS","MOE",0.074
164,"STRESS__to__STRESS","STRESS","STRESS",0.296
164,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.066
164,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.041
164,"ENMO_log__to__MOE","ENMO_log","MOE",-0.112
164,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.011
164,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.127
165,"PIJN__to__PIJN","PIJN","PIJN",0.308
165,"PIJN__to__MOE","PIJN","MOE",0.072
165,"PIJN__to__STRESS","PIJN","STRESS",0.066
165,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.035
165,"MOE__to__PIJN","MOE","PIJN",0.026
165,"MOE__to__MOE","MOE","MOE",0.318
165,"MOE__to__STRESS","MOE","STRESS",-0.062
165,"MOE__to__ENMO_log","MOE","ENMO_log",-0.036
165,"STRESS__to__PIJN","STRESS","PIJN",0.137
165,"STRESS__to__MOE","STRESS","MOE",0.091
165,"STRESS__to__STRESS","STRESS","STRESS",0.336
165,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.085
165,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.044
165,"ENMO_log__to__MOE","ENMO_log","MOE",-0.081
165,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.027
165,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.125
166,"PIJN__to__PIJN","PIJN","PIJN",0.348
166,"PIJN__to__MOE","PIJN","MOE",-0.002
166,"PIJN__to__STRESS","PIJN","STRESS",0.03
166,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.066
166,"MOE__to__PIJN","MOE","PIJN",0.024
166,"MOE__to__MOE","MOE","MOE",0.323
166,"MOE__to__STRESS","MOE","STRESS",-0.068
166,"MOE__to__ENMO_log","MOE","ENMO_log",-0.045
166,"STRESS__to__PIJN","STRESS","PIJN",0.109
166,"STRESS__to__MOE","STRESS","MOE",0.083
166,"STRESS__to__STRESS","STRESS","STRESS",0.373
166,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.061
166,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.17
166,"ENMO_log__to__MOE","ENMO_log","MOE",-0.233
166,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.01
166,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.089
167,"PIJN__to__PIJN","PIJN","PIJN",0.419
167,"PIJN__to__MOE","PIJN","MOE",0.078
167,"PIJN__to__STRESS","PIJN","STRESS",-0.022
167,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.009
167,"MOE__to__PIJN","MOE","PIJN",0.015
167,"MOE__to__MOE","MOE","MOE",0.284
167,"MOE__to__STRESS","MOE","STRESS",-0.059
167,"MOE__to__ENMO_log","MOE","ENMO_log",0.016
167,"STRESS__to__PIJN","STRESS","PIJN",0.118
167,"STRESS__to__MOE","STRESS","MOE",0.085
167,"STRESS__to__STRESS","STRESS","STRESS",0.373
167,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.022
167,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.11
167,"ENMO_log__to__MOE","ENMO_log","MOE",-0.106
167,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.032
167,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.279
168,"PIJN__to__PIJN","PIJN","PIJN",0.344
168,"PIJN__to__MOE","PIJN","MOE",0.031
168,"PIJN__to__STRESS","PIJN","STRESS",0.007
168,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.023
168,"MOE__to__PIJN","MOE","PIJN",0.036
168,"MOE__to__MOE","MOE","MOE",0.297
168,"MOE__to__STRESS","MOE","STRESS",-0.08
168,"MOE__to__ENMO_log","MOE","ENMO_log",-0.043
168,"STRESS__to__PIJN","STRESS","PIJN",0.001
168,"STRESS__to__MOE","STRESS","MOE",0.046
168,"STRESS__to__STRESS","STRESS","STRESS",0.327
168,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.074
168,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.047
168,"ENMO_log__to__MOE","ENMO_log","MOE",-0.156
168,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.018
168,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.172
169,"PIJN__to__PIJN","PIJN","PIJN",0.377
169,"PIJN__to__MOE","PIJN","MOE",0.068
169,"PIJN__to__STRESS","PIJN","STRESS",0.05
169,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.003
169,"MOE__to__PIJN","MOE","PIJN",-0.019
169,"MOE__to__MOE","MOE","MOE",0.264
169,"MOE__to__STRESS","MOE","STRESS",-0.115
169,"MOE__to__ENMO_log","MOE","ENMO_log",-0.139
169,"STRESS__to__PIJN","STRESS","PIJN",0.076
169,"STRESS__to__MOE","STRESS","MOE",0.038
169,"STRESS__to__STRESS","STRESS","STRESS",0.35
169,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.021
169,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.084
169,"ENMO_log__to__MOE","ENMO_log","MOE",-0.137
169,"ENMO_log__to__STRESS","ENMO_log","STRESS",-0.008
169,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.12
170,"PIJN__to__PIJN","PIJN","PIJN",0.415
170,"PIJN__to__MOE","PIJN","MOE",0.126
170,"PIJN__to__STRESS","PIJN","STRESS",0.055
170,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.063
170,"MOE__to__PIJN","MOE","PIJN",0.038
170,"MOE__to__MOE","MOE","MOE",0.264
170,"MOE__to__STRESS","MOE","STRESS",-0.127
170,"MOE__to__ENMO_log","MOE","ENMO_log",-0.146
170,"STRESS__to__PIJN","STRESS","PIJN",0.035
170,"STRESS__to__MOE","STRESS","MOE",0.055
170,"STRESS__to__STRESS","STRESS","STRESS",0.286
170,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.121
170,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.045
170,"ENMO_log__to__MOE","ENMO_log","MOE",-0.06
170,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.019
170,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.211
171,"PIJN__to__PIJN","PIJN","PIJN",0.306
171,"PIJN__to__MOE","PIJN","MOE",0.111
171,"PIJN__to__STRESS","PIJN","STRESS",0.067
171,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.065
171,"MOE__to__PIJN","MOE","PIJN",0.078
171,"MOE__to__MOE","MOE","MOE",0.264
171,"MOE__to__STRESS","MOE","STRESS",-0.055
171,"MOE__to__ENMO_log","MOE","ENMO_log",-0.098
171,"STRESS__to__PIJN","STRESS","PIJN",0.109
171,"STRESS__to__MOE","STRESS","MOE",0.083
171,"STRESS__to__STRESS","STRESS","STRESS",0.292
171,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.049
171,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.046
171,"ENMO_log__to__MOE","ENMO_log","MOE",-0.14
171,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.022
171,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.195
172,"PIJN__to__PIJN","PIJN","PIJN",0.417
172,"PIJN__to__MOE","PIJN","MOE",0.152
172,"PIJN__to__STRESS","PIJN","STRESS",0.112
172,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.002
172,"MOE__to__PIJN","MOE","PIJN",0.028
172,"MOE__to__MOE","MOE","MOE",0.202
172,"MOE__to__STRESS","MOE","STRESS",-0.078
172,"MOE__to__ENMO_log","MOE","ENMO_log",-0.119
172,"STRESS__to__PIJN","STRESS","PIJN",0.106
172,"STRESS__to__MOE","STRESS","MOE",0.065
172,"STRESS__to__STRESS","STRESS","STRESS",0.252
172,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.148
172,"ENMO_log__to__PIJN","ENMO_log","PIJN",0.02
172,"ENMO_log__to__MOE","ENMO_log","MOE",-0.055
172,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.052
172,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.021
173,"PIJN__to__PIJN","PIJN","PIJN",0.334
173,"PIJN__to__MOE","PIJN","MOE",0.041
173,"PIJN__to__STRESS","PIJN","STRESS",0.004
173,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.02
173,"MOE__to__PIJN","MOE","PIJN",-0.012
173,"MOE__to__MOE","MOE","MOE",0.303
173,"MOE__to__STRESS","MOE","STRESS",-0.031
173,"MOE__to__ENMO_log","MOE","ENMO_log",-0.012
173,"STRESS__to__PIJN","STRESS","PIJN",0.064
173,"STRESS__to__MOE","STRESS","MOE",0.057
173,"STRESS__to__STRESS","STRESS","STRESS",0.3
173,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.053
173,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.078
173,"ENMO_log__to__MOE","ENMO_log","MOE",-0.109
173,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.069
173,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.204
174,"PIJN__to__PIJN","PIJN","PIJN",0.325
174,"PIJN__to__MOE","PIJN","MOE",0.042
174,"PIJN__to__STRESS","PIJN","STRESS",-0.036
174,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.024
174,"MOE__to__PIJN","MOE","PIJN",0.054
174,"MOE__to__MOE","MOE","MOE",0.256
174,"MOE__to__STRESS","MOE","STRESS",-0.072
174,"MOE__to__ENMO_log","MOE","ENMO_log",0.056
174,"STRESS__to__PIJN","STRESS","PIJN",0.115
174,"STRESS__to__MOE","STRESS","MOE",0.085
174,"STRESS__to__STRESS","STRESS","STRESS",0.322
174,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.04
174,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.06
174,"ENMO_log__to__MOE","ENMO_log","MOE",-0.05
174,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.055
174,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.222
175,"PIJN__to__PIJN","PIJN","PIJN",0.242
175,"PIJN__to__MOE","PIJN","MOE",0
175,"PIJN__to__STRESS","PIJN","STRESS",-0.083
175,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.057
175,"MOE__to__PIJN","MOE","PIJN",0.083
175,"MOE__to__MOE","MOE","MOE",0.259
175,"MOE__to__STRESS","MOE","STRESS",-0.07
175,"MOE__to__ENMO_log","MOE","ENMO_log",0.039
175,"STRESS__to__PIJN","STRESS","PIJN",0.071
175,"STRESS__to__MOE","STRESS","MOE",0.097
175,"STRESS__to__STRESS","STRESS","STRESS",0.321
175,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.108
175,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.031
175,"ENMO_log__to__MOE","ENMO_log","MOE",-0.126
175,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.058
175,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.169
176,"PIJN__to__PIJN","PIJN","PIJN",0.49
176,"PIJN__to__MOE","PIJN","MOE",0.193
176,"PIJN__to__STRESS","PIJN","STRESS",0.131
176,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.073
176,"MOE__to__PIJN","MOE","PIJN",0.045
176,"MOE__to__MOE","MOE","MOE",0.31
176,"MOE__to__STRESS","MOE","STRESS",0.01
176,"MOE__to__ENMO_log","MOE","ENMO_log",-0.225
176,"STRESS__to__PIJN","STRESS","PIJN",0.085
176,"STRESS__to__MOE","STRESS","MOE",0.041
176,"STRESS__to__STRESS","STRESS","STRESS",0.263
176,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.07
176,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.09
176,"ENMO_log__to__MOE","ENMO_log","MOE",-0.154
176,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.047
176,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.268
177,"PIJN__to__PIJN","PIJN","PIJN",0.412
177,"PIJN__to__MOE","PIJN","MOE",0.06
177,"PIJN__to__STRESS","PIJN","STRESS",0.074
177,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.102
177,"MOE__to__PIJN","MOE","PIJN",0.013
177,"MOE__to__MOE","MOE","MOE",0.297
177,"MOE__to__STRESS","MOE","STRESS",-0.084
177,"MOE__to__ENMO_log","MOE","ENMO_log",-0.131
177,"STRESS__to__PIJN","STRESS","PIJN",0.052
177,"STRESS__to__MOE","STRESS","MOE",0.017
177,"STRESS__to__STRESS","STRESS","STRESS",0.278
177,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.048
177,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.034
177,"ENMO_log__to__MOE","ENMO_log","MOE",-0.135
177,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.027
177,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.192
178,"PIJN__to__PIJN","PIJN","PIJN",0.281
178,"PIJN__to__MOE","PIJN","MOE",0.046
178,"PIJN__to__STRESS","PIJN","STRESS",0.001
178,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.007
178,"MOE__to__PIJN","MOE","PIJN",-0.014
178,"MOE__to__MOE","MOE","MOE",0.219
178,"MOE__to__STRESS","MOE","STRESS",-0.144
178,"MOE__to__ENMO_log","MOE","ENMO_log",-0.045
178,"STRESS__to__PIJN","STRESS","PIJN",0.073
178,"STRESS__to__MOE","STRESS","MOE",0.067
178,"STRESS__to__STRESS","STRESS","STRESS",0.336
178,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.115
178,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.035
178,"ENMO_log__to__MOE","ENMO_log","MOE",-0.119
178,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.008
178,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.061
179,"PIJN__to__PIJN","PIJN","PIJN",0.277
179,"PIJN__to__MOE","PIJN","MOE",-0.016
179,"PIJN__to__STRESS","PIJN","STRESS",0.007
179,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.001
179,"MOE__to__PIJN","MOE","PIJN",0.11
179,"MOE__to__MOE","MOE","MOE",0.376
179,"MOE__to__STRESS","MOE","STRESS",-0.026
179,"MOE__to__ENMO_log","MOE","ENMO_log",0.043
179,"STRESS__to__PIJN","STRESS","PIJN",0.092
179,"STRESS__to__MOE","STRESS","MOE",0.076
179,"STRESS__to__STRESS","STRESS","STRESS",0.314
179,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.055
179,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.027
179,"ENMO_log__to__MOE","ENMO_log","MOE",-0.112
179,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.023
179,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.192
180,"PIJN__to__PIJN","PIJN","PIJN",0.372
180,"PIJN__to__MOE","PIJN","MOE",0.076
180,"PIJN__to__STRESS","PIJN","STRESS",-0.003
180,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.037
180,"MOE__to__PIJN","MOE","PIJN",-0.021
180,"MOE__to__MOE","MOE","MOE",0.219
180,"MOE__to__STRESS","MOE","STRESS",-0.15
180,"MOE__to__ENMO_log","MOE","ENMO_log",-0.062
180,"STRESS__to__PIJN","STRESS","PIJN",0.045
180,"STRESS__to__MOE","STRESS","MOE",0.017
180,"STRESS__to__STRESS","STRESS","STRESS",0.403
180,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.04
180,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.056
180,"ENMO_log__to__MOE","ENMO_log","MOE",-0.141
180,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.023
180,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.079
181,"PIJN__to__PIJN","PIJN","PIJN",0.359
181,"PIJN__to__MOE","PIJN","MOE",0.158
181,"PIJN__to__STRESS","PIJN","STRESS",0.021
181,"PIJN__to__ENMO_log","PIJN","ENMO_log",-0.057
181,"MOE__to__PIJN","MOE","PIJN",0.018
181,"MOE__to__MOE","MOE","MOE",0.241
181,"MOE__to__STRESS","MOE","STRESS",-0.109
181,"MOE__to__ENMO_log","MOE","ENMO_log",-0.006
181,"STRESS__to__PIJN","STRESS","PIJN",0.08
181,"STRESS__to__MOE","STRESS","MOE",0.039
181,"STRESS__to__STRESS","STRESS","STRESS",0.461
181,"STRESS__to__ENMO_log","STRESS","ENMO_log",-0.025
181,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.001
181,"ENMO_log__to__MOE","ENMO_log","MOE",-0.059
181,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.006
181,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.138
182,"PIJN__to__PIJN","PIJN","PIJN",0.361
182,"PIJN__to__MOE","PIJN","MOE",0.013
182,"PIJN__to__STRESS","PIJN","STRESS",0.046
182,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.046
182,"MOE__to__PIJN","MOE","PIJN",-0.023
182,"MOE__to__MOE","MOE","MOE",0.291
182,"MOE__to__STRESS","MOE","STRESS",-0.099
182,"MOE__to__ENMO_log","MOE","ENMO_log",-0.058
182,"STRESS__to__PIJN","STRESS","PIJN",0.085
182,"STRESS__to__MOE","STRESS","MOE",0.05
182,"STRESS__to__STRESS","STRESS","STRESS",0.268
182,"STRESS__to__ENMO_log","STRESS","ENMO_log",0.096
182,"ENMO_log__to__PIJN","ENMO_log","PIJN",-0.067
182,"ENMO_log__to__MOE","ENMO_log","MOE",-0.121
182,"ENMO_log__to__STRESS","ENMO_log","STRESS",0.03
182,"ENMO_log__to__ENMO_log","ENMO_log","ENMO_log",0.178
183,"PIJN__to__PIJN","PIJN","PIJN",0.447
183,"PIJN__to__MOE","PIJN","MOE",0.165
183,"PIJN__to__STRESS","PIJN","STRESS",0.089
183,"PIJN__to__ENMO_log","PIJN","ENMO_log",0.001
183,"MOE__to__PIJN","MOE","PIJN",0.027
183,"MOE__to__MOE","MOE","MOE",0.308
